variety_id,variety_slug,category,companion_name,relationship,reason
918,dianthus-barbatus-sweet-william,flower,Fennel,harmful,Inhibits growth of most garden plants through allelopathic root secretions
919,antirrhinum-majus-rocket-mix,flower,Marigolds,beneficial,Repel aphids and whiteflies that commonly attack snapdragons
919,antirrhinum-majus-rocket-mix,flower,Petunias,beneficial,Attract beneficial insects and have similar growing requirements
919,antirrhinum-majus-rocket-mix,flower,Alyssum,beneficial,Attracts beneficial predatory insects and provides ground cover
919,antirrhinum-majus-rocket-mix,flower,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles
919,antirrhinum-majus-rocket-mix,flower,Lobelia,beneficial,Complements snapdragons visually and attracts pollinators
919,antirrhinum-majus-rocket-mix,flower,Calendula,beneficial,Repels aphids and attracts beneficial insects like ladybugs
919,antirrhinum-majus-rocket-mix,flower,Zinnia,beneficial,Attracts beneficial predatory insects and butterflies
919,antirrhinum-majus-rocket-mix,flower,Parsley,beneficial,Attracts beneficial insects and doesn't compete for nutrients
919,antirrhinum-majus-rocket-mix,flower,Black Walnut Trees,harmful,Release juglone which is toxic to snapdragons and causes wilting
919,antirrhinum-majus-rocket-mix,flower,Large Sunflowers,harmful,Create too much shade and compete heavily for nutrients and water
919,antirrhinum-majus-rocket-mix,flower,Mint,harmful,Spreads aggressively and can overwhelm snapdragons through root competition
920,tagetes-patula-french-marigold-bonita,flower,Tomatoes,beneficial,"Marigolds repel nematodes, aphids, and whiteflies that commonly attack tomatoes"
920,tagetes-patula-french-marigold-bonita,flower,Basil,beneficial,Both repel similar pests and basil benefits from marigold's nematode control
920,tagetes-patula-french-marigold-bonita,flower,Peppers,beneficial,"Marigolds deter aphids, spider mites, and other pests that damage pepper plants"
920,tagetes-patula-french-marigold-bonita,flower,Cucumbers,beneficial,Marigolds repel cucumber beetles and aphids while attracting beneficial insects
920,tagetes-patula-french-marigold-bonita,flower,Lettuce,beneficial,Marigolds provide pest control without competing for nutrients with shallow-rooted lettuce
920,tagetes-patula-french-marigold-bonita,flower,Carrots,beneficial,Marigolds repel carrot fly and other root pests while improving soil health
920,tagetes-patula-french-marigold-bonita,flower,Roses,beneficial,"Marigolds deter aphids, nematodes, and Japanese beetles that commonly attack roses"
920,tagetes-patula-french-marigold-bonita,flower,Cabbage,beneficial,"Marigolds repel cabbage worms, aphids, and flea beetles"
920,tagetes-patula-french-marigold-bonita,flower,Beans,harmful,Marigolds can inhibit bean growth and nitrogen fixation through root secretions
920,tagetes-patula-french-marigold-bonita,flower,Sunflowers,harmful,Allelopathic compounds from sunflowers can stunt marigold growth
920,tagetes-patula-french-marigold-bonita,flower,Brassicas near maturity,harmful,Strong marigold scent can negatively affect flavor of mature broccoli and cauliflower
921,echinacea-purpurea-magnus,flower,Black-eyed Susan,beneficial,"Similar growing conditions and bloom times, attracts beneficial pollinators"
921,echinacea-purpurea-magnus,flower,Bee Balm,beneficial,"Attracts beneficial insects and pollinators, repels ants and mice"
921,echinacea-purpurea-magnus,flower,Lavender,beneficial,"Repels deer and rabbits, attracts pollinators, similar drought tolerance"
921,echinacea-purpurea-magnus,flower,Russian Sage,beneficial,"Complementary bloom colors, deer resistant, attracts beneficial insects"
921,echinacea-purpurea-magnus,flower,Yarrow,beneficial,"Attracts predatory insects, improves soil health, similar water needs"
921,echinacea-purpurea-magnus,flower,Catmint,beneficial,"Repels aphids and ants, attracts pollinators, deer and rabbit resistant"
921,echinacea-purpurea-magnus,flower,Sedum,beneficial,"Attracts late-season pollinators, complementary growth habit, drought tolerant"
921,echinacea-purpurea-magnus,flower,Coreopsis,beneficial,"Similar growing conditions, extended bloom period, attracts beneficial insects"
921,echinacea-purpurea-magnus,flower,Black Walnut,harmful,Produces juglone which is toxic to Echinacea and inhibits growth
921,echinacea-purpurea-magnus,flower,Mint,harmful,Aggressive spreading nature can crowd out and compete with Echinacea
921,echinacea-purpurea-magnus,flower,Fennel,harmful,Allelopathic properties inhibit growth of nearby plants including Echinacea
922,tulip-queen-of-night,flower,Forget-Me-Nots,beneficial,"Bloom simultaneously, create beautiful color contrast, and help retain soil moisture"
922,tulip-queen-of-night,flower,Daffodils,beneficial,Repel rodents that eat tulip bulbs and extend the spring blooming season
922,tulip-queen-of-night,flower,Alliums,beneficial,Natural pest deterrent that protects tulip bulbs from aphids and other insects
922,tulip-queen-of-night,flower,Grape Hyacinths,beneficial,"Similar growing conditions and bloom time, create layered spring display"
922,tulip-queen-of-night,flower,Pansies,beneficial,Provide ground cover and complementary purple tones while tulips emerge
922,tulip-queen-of-night,flower,Creeping Phlox,beneficial,Acts as living mulch and provides contrasting texture and color
922,tulip-queen-of-night,flower,Crown Imperial,beneficial,Strong scent deters rodents and deer from eating nearby tulip bulbs
922,tulip-queen-of-night,flower,Hostas,beneficial,Emerging foliage hides dying tulip leaves and provides summer interest
922,tulip-queen-of-night,flower,Black Walnut Trees,harmful,Release juglone toxin that inhibits tulip growth and can kill bulbs
922,tulip-queen-of-night,flower,Mint,harmful,Aggressive spreading habit competes with bulbs and can overwhelm planting area
922,tulip-queen-of-night,flower,Large Trees with Shallow Roots,harmful,"Compete heavily for water and nutrients, creating poor growing conditions"
923,geranium-rozanne,flower,Lavender,beneficial,Attracts beneficial pollinators and repels pests with aromatic oils
923,geranium-rozanne,flower,Catmint,beneficial,Deters aphids and ants while attracting beneficial insects
923,geranium-rozanne,flower,Salvia,beneficial,Provides complementary blue-purple flowers and similar growing conditions
923,geranium-rozanne,flower,Alliums,beneficial,Natural pest deterrent that repels aphids and other soft-bodied insects
923,geranium-rozanne,flower,Marigolds,beneficial,Controls nematodes and aphids through natural compounds in roots
923,geranium-rozanne,flower,Roses,beneficial,Geraniums repel Japanese beetles and other rose pests
923,geranium-rozanne,flower,Hostas,beneficial,Provide contrasting foliage texture and shade tolerance in mixed borders
923,geranium-rozanne,flower,Astilbe,beneficial,Thrives in similar partial shade conditions with complementary feathery texture
923,geranium-rozanne,flower,Black Walnut,harmful,Produces juglone toxin that inhibits growth of many plants including geraniums
923,geranium-rozanne,flower,Eucalyptus,harmful,Releases allelopathic compounds that can stunt nearby plant growth
923,geranium-rozanne,flower,Fennel,harmful,Inhibits growth of most garden plants through allelopathic root secretions
924,lily-orienpet-conca-d-or,flower,Hostas,beneficial,Provide shade for lily bulbs and complement tall lily stems with broad foliage
924,lily-orienpet-conca-d-or,flower,Astilbe,beneficial,Shares similar moisture requirements and provides textural contrast with feathery plumes
924,lily-orienpet-conca-d-or,flower,Heuchera,beneficial,Low-growing groundcover that keeps lily bulbs cool and suppresses weeds
924,lily-orienpet-conca-d-or,flower,Japanese Painted Fern,beneficial,Tolerates partial shade created by lilies and adds silvery foliage contrast
924,lily-orienpet-conca-d-or,flower,Catmint,beneficial,Repels aphids and other pests that commonly attack lilies
924,lily-orienpet-conca-d-or,flower,Alliums,beneficial,Natural pest deterrent that protects lily bulbs from rodents and insects
924,lily-orienpet-conca-d-or,flower,Lavender,beneficial,"Repels aphids, spider mites, and other lily pests while providing aromatic contrast"
924,lily-orienpet-conca-d-or,flower,Mulching Groundcovers,beneficial,Keep lily roots cool and moist while preventing soil temperature fluctuations
924,lily-orienpet-conca-d-or,flower,Black Walnut Trees,harmful,Produce juglone toxin that inhibits lily growth and can cause stunting or death
924,lily-orienpet-conca-d-or,flower,Crown Imperial Fritillaria,harmful,May harbor lily mosaic virus and other diseases that spread to Oriental lilies
924,lily-orienpet-conca-d-or,flower,Tulips,harmful,"Share common bulb diseases and pests, creating concentrated infection risk"
925,iris-bearded-immortality,flower,Lavender,beneficial,"Repels pests like aphids and thrips, both prefer similar well-draining soil conditions"
925,iris-bearded-immortality,flower,Allium,beneficial,"Natural pest deterrent against iris borers and aphids, blooms complement iris timing"
925,iris-bearded-immortality,flower,Catmint,beneficial,"Deters aphids and ants, provides ground cover without competing for nutrients"
925,iris-bearded-immortality,flower,Salvia,beneficial,"Attracts beneficial insects, similar sun and drainage requirements"
925,iris-bearded-immortality,flower,Ornamental Grasses,beneficial,"Provides structural support and wind protection, complementary root systems"
925,iris-bearded-immortality,flower,Sedum,beneficial,"Excellent drainage companion, helps prevent root rot in iris rhizomes"
925,iris-bearded-immortality,flower,Peonies,beneficial,"Similar care requirements, sequential blooming extends garden interest"
925,iris-bearded-immortality,flower,Daylilies,beneficial,"Complementary bloom times, both thrive in similar growing conditions"
925,iris-bearded-immortality,flower,Black Walnut,harmful,Produces juglone toxin that inhibits iris growth and can cause yellowing and death
925,iris-bearded-immortality,flower,Mint,harmful,"Aggressive spreader that competes for space and nutrients, can overwhelm iris rhizomes"
925,iris-bearded-immortality,flower,Hostas,harmful,"Requires more moisture and shade, creates overly humid conditions promoting iris soft rot"
926,delphiniums-pacific-giant-series,flower,Roses,beneficial,Delphiniums provide natural support structure and both benefit from similar growing conditions
926,delphiniums-pacific-giant-series,flower,Larkspur,beneficial,Similar care requirements and creates layered cottage garden effect with complementary flower forms
926,delphiniums-pacific-giant-series,flower,Peonies,beneficial,"Bloom timing complements delphiniums and both prefer rich, well-drained soil"
926,delphiniums-pacific-giant-series,flower,Campanula,beneficial,Provides ground cover and contrasting flower shape while sharing similar moisture needs
926,delphiniums-pacific-giant-series,flower,Astilbe,beneficial,Thrives in partial shade created by tall delphiniums and adds textural contrast
926,delphiniums-pacific-giant-series,flower,Monkshood,beneficial,Similar growing requirements and extends the blue color palette in the garden
926,delphiniums-pacific-giant-series,flower,Hollyhocks,beneficial,Creates dramatic height variation and both are classic cottage garden plants
926,delphiniums-pacific-giant-series,flower,Catmint,beneficial,Repels pests and provides low-growing complement to tall delphinium spikes
926,delphiniums-pacific-giant-series,flower,Black Walnut,harmful,Produces juglone toxin that can severely damage or kill delphiniums
926,delphiniums-pacific-giant-series,flower,Crown Imperial Fritillaria,harmful,Allelopathic compounds can inhibit delphinium growth and establishment
926,delphiniums-pacific-giant-series,flower,Brassicas,harmful,Compete for similar nutrients and can attract pests that also damage delphiniums
927,hydrangea-endless-summer,flower,Hosta,beneficial,Thrives in similar partial shade conditions and provides contrasting foliage texture
927,hydrangea-endless-summer,flower,Astilbe,beneficial,"Shares preference for moist, well-draining soil and partial shade"
927,hydrangea-endless-summer,flower,Fern,beneficial,Creates natural woodland understory effect and enjoys same acidic soil conditions
927,hydrangea-endless-summer,flower,Heuchera,beneficial,Complements with colorful foliage and tolerates similar light and moisture conditions
927,hydrangea-endless-summer,flower,Camellia,beneficial,"Both prefer acidic soil and partial shade, blooms at different times extending garden interest"
927,hydrangea-endless-summer,flower,Azalea,beneficial,Shares acidic soil requirements and creates beautiful spring-summer bloom succession
927,hydrangea-endless-summer,flower,Japanese Painted Fern,beneficial,"Provides striking silver foliage contrast and thrives in same moist, shaded conditions"
927,hydrangea-endless-summer,flower,Impatiens,beneficial,Fills understory space with continuous color and enjoys same partial shade environment
927,hydrangea-endless-summer,flower,Black Walnut Tree,harmful,Produces juglone toxin that can stunt hydrangea growth and cause leaf yellowing
927,hydrangea-endless-summer,flower,Eucalyptus,harmful,Releases allelopathic compounds that inhibit growth of nearby plants
927,hydrangea-endless-summer,flower,Pine Trees,harmful,Creates too much shade and acidic needle drop can make soil overly acidic
928,lily-stargazer-oriental,flower,Hostas,beneficial,Provide shade for lily bulbs and complement tall lily stems with broad foliage
928,lily-stargazer-oriental,flower,Astilbe,beneficial,"Similar moisture and partial shade requirements, creates layered garden texture"
928,lily-stargazer-oriental,flower,Ferns,beneficial,Provide ground cover and help retain soil moisture around lily bulbs
928,lily-stargazer-oriental,flower,Heuchera,beneficial,Low-growing companion that doesn't compete and provides colorful foliage contrast
928,lily-stargazer-oriental,flower,Japanese Painted Fern,beneficial,Thrives in similar conditions and creates attractive silver-green backdrop
928,lily-stargazer-oriental,flower,Caladium,beneficial,Complementary foliage colors and similar partial shade preferences
928,lily-stargazer-oriental,flower,Ajuga,beneficial,Forms dense ground cover that suppresses weeds around lily bulbs
928,lily-stargazer-oriental,flower,Impatiens,beneficial,Provides continuous color and thrives in the partial shade lilies prefer
928,lily-stargazer-oriental,flower,Black Walnut Tree,harmful,Produces juglone toxin that can cause lily bulb rot and plant decline
928,lily-stargazer-oriental,flower,Crown Imperial Fritillaria,harmful,Competes for similar nutrients and can harbor lily-specific fungal diseases
928,lily-stargazer-oriental,flower,Tulips,harmful,Similar bulb depth requirements create competition and increase risk of bulb rot diseases
929,rose-david-austin-lady-of-shalott,flower,Lavender,beneficial,"Repels aphids, spider mites, and other rose pests while attracting beneficial pollinators"
929,rose-david-austin-lady-of-shalott,flower,Marigolds,beneficial,"Deters nematodes, aphids, and whiteflies that commonly attack roses"
929,rose-david-austin-lady-of-shalott,flower,Catmint,beneficial,"Repels aphids, ants, and rodents while attracting beneficial insects"
929,rose-david-austin-lady-of-shalott,flower,Alliums,beneficial,Natural fungicide properties help prevent black spot and powdery mildew on roses
929,rose-david-austin-lady-of-shalott,flower,Clematis,beneficial,Shares similar growing conditions and provides vertical interest without competing for nutrients
929,rose-david-austin-lady-of-shalott,flower,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on aphids and other rose pests
929,rose-david-austin-lady-of-shalott,flower,Rosemary,beneficial,"Repels carrot flies, cabbage moths, and other pests while tolerating similar soil conditions"
929,rose-david-austin-lady-of-shalott,flower,Geraniums,beneficial,Natural pest deterrent and may help repel Japanese beetles that damage rose blooms
929,rose-david-austin-lady-of-shalott,flower,Black Walnut,harmful,Produces juglone toxin that inhibits rose growth and can cause wilting and death
929,rose-david-austin-lady-of-shalott,flower,Large Trees,harmful,Compete heavily for nutrients and water while creating excessive shade that reduces blooming
929,rose-david-austin-lady-of-shalott,flower,Impatiens,harmful,Prone to similar fungal diseases that can spread to roses in humid conditions
930,clematis-jackmanii,flower,Hosta,beneficial,Provides shade for clematis roots while allowing vine to climb above
930,clematis-jackmanii,flower,Lavender,beneficial,Repels aphids and spider mites that commonly attack clematis
930,clematis-jackmanii,flower,Roses,beneficial,Creates beautiful color combinations and both benefit from similar growing conditions
930,clematis-jackmanii,flower,Heuchera,beneficial,Low-growing groundcover that shades clematis roots and retains soil moisture
930,clematis-jackmanii,flower,Catmint,beneficial,Deters aphids and ants while providing complementary purple-blue flowers
930,clematis-jackmanii,flower,Astilbe,beneficial,Thrives in partial shade created by clematis and helps cool root zone
930,clematis-jackmanii,flower,Clematis Montana,beneficial,Different bloom times extend flowering season and similar care requirements
930,clematis-jackmanii,flower,Boxwood,beneficial,Evergreen structure provides year-round support and root shading
930,clematis-jackmanii,flower,Black Walnut,harmful,Releases juglone toxin that inhibits clematis growth and can cause wilting
930,clematis-jackmanii,flower,Large Maples,harmful,Shallow root system competes aggressively for water and nutrients
930,clematis-jackmanii,flower,Mint,harmful,Invasive spreading can overwhelm clematis root system and compete for resources
931,peony-sarah-bernhardt,flower,Lavender,beneficial,Repels ants and aphids while attracting beneficial pollinators
931,peony-sarah-bernhardt,flower,Catmint,beneficial,Deters aphids and ants that farm them on peony buds
931,peony-sarah-bernhardt,flower,Alliums,beneficial,"Repel aphids, thrips, and other soft-bodied insects"
931,peony-sarah-bernhardt,flower,Marigolds,beneficial,Deter nematodes and aphids while attracting beneficial insects
931,peony-sarah-bernhardt,flower,Roses,beneficial,Similar care requirements and bloom sequence extends garden color
931,peony-sarah-bernhardt,flower,Clematis,beneficial,Provides vertical interest and blooms after peonies fade
931,peony-sarah-bernhardt,flower,Hosta,beneficial,"Fills space as peony foliage dies back, complementary textures"
931,peony-sarah-bernhardt,flower,Iris,beneficial,"Blooms before peonies, similar soil and sun requirements"
931,peony-sarah-bernhardt,flower,Black Walnut,harmful,Produces juglone toxin that stunts peony growth and causes yellowing
931,peony-sarah-bernhardt,flower,Dense shrubs,harmful,Restrict air circulation leading to increased fungal diseases like botrytis
931,peony-sarah-bernhardt,flower,Shallow-rooted annuals,harmful,Competition for surface nutrients and disturbance of sensitive feeder roots
932,monstera-deliciosa,houseplant,Pothos,beneficial,"Similar care requirements and humidity needs, creates lush tropical grouping"
932,monstera-deliciosa,houseplant,Philodendron,beneficial,"Compatible watering schedule and light preferences, both benefit from increased humidity"
932,monstera-deliciosa,houseplant,Peace Lily,beneficial,Thrives in similar indirect light conditions and helps maintain ambient humidity
932,monstera-deliciosa,houseplant,Boston Fern,beneficial,"Increases humidity levels through transpiration, prefers similar moisture conditions"
932,monstera-deliciosa,houseplant,Rubber Plant,beneficial,"Compatible light and watering needs, both prefer bright indirect light"
932,monstera-deliciosa,houseplant,Snake Plant,beneficial,"Tolerates lower light areas where Monstera might be placed, different watering needs prevent overwatering"
932,monstera-deliciosa,houseplant,ZZ Plant,beneficial,Complementary care requirements and both tolerate neglect well
932,monstera-deliciosa,houseplant,Spider Plant,beneficial,Similar humidity preferences and both benefit from consistent moisture
932,monstera-deliciosa,houseplant,Fiddle Leaf Fig,harmful,Requires more consistent bright light and is sensitive to humidity changes that benefit Monstera
932,monstera-deliciosa,houseplant,Succulents,harmful,"Require well-draining soil and infrequent watering, opposite of Monstera's moisture needs"
932,monstera-deliciosa,houseplant,Cacti,harmful,"Need dry conditions and bright direct light, incompatible with Monstera's tropical requirements"
933,fiddle-leaf-fig,houseplant,Snake Plant,beneficial,"Similar low-light tolerance and infrequent watering needs, helps purify air"
933,fiddle-leaf-fig,houseplant,Pothos,beneficial,"Thrives in similar bright, indirect light conditions and helps increase humidity"
933,fiddle-leaf-fig,houseplant,Rubber Plant,beneficial,"Compatible watering schedule and light requirements, both prefer well-draining soil"
933,fiddle-leaf-fig,houseplant,Peace Lily,beneficial,"Increases ambient humidity which fiddle leaf figs prefer, similar care requirements"
933,fiddle-leaf-fig,houseplant,Monstera Deliciosa,beneficial,Both tropical plants with similar humidity and temperature preferences
933,fiddle-leaf-fig,houseplant,ZZ Plant,beneficial,Complementary growth habits and both tolerate similar indoor conditions
933,fiddle-leaf-fig,houseplant,Bird of Paradise,beneficial,Similar bright light needs and both benefit from increased humidity
933,fiddle-leaf-fig,houseplant,Philodendron,beneficial,"Compatible light and humidity requirements, helps create tropical microclimate"
933,fiddle-leaf-fig,houseplant,Succulents,harmful,Require completely different watering schedules - succulents need dry conditions while fiddle leaf figs need consistent moisture
933,fiddle-leaf-fig,houseplant,Boston Fern,harmful,Requires much higher humidity and more frequent watering than fiddle leaf fig can tolerate
933,fiddle-leaf-fig,houseplant,Cactus,harmful,Thrives in bright direct sunlight and drought conditions that would stress fiddle leaf figs
935,pothos,houseplant,Snake Plant,beneficial,"Similar light and water requirements, both tolerate neglect well"
935,pothos,houseplant,ZZ Plant,beneficial,Compatible watering schedule and both thrive in low to medium light
935,pothos,houseplant,Philodendron,beneficial,Same family with identical care needs and humidity preferences
935,pothos,houseplant,Spider Plant,beneficial,Both are trailing plants with similar light requirements and pest resistance
935,pothos,houseplant,Rubber Plant,beneficial,Complementary growth habits and both prefer consistent but not excessive watering
935,pothos,houseplant,Peace Lily,beneficial,Similar humidity needs and both indicate watering needs clearly
935,pothos,houseplant,Monstera,beneficial,Same Araceae family with matching light and humidity requirements
935,pothos,houseplant,Boston Fern,beneficial,"Both prefer humid conditions and indirect light, create good microclimate together"
935,pothos,houseplant,Succulents,harmful,Vastly different watering needs - succulents need dry periods while pothos prefers consistent moisture
935,pothos,houseplant,Fiddle Leaf Fig,harmful,Requires much brighter light and different watering schedule than pothos
935,pothos,houseplant,Cacti,harmful,Opposite water requirements and light needs can lead to overwatering of cacti
936,zz-plant,houseplant,Snake Plant,beneficial,"Similar low-light and drought tolerance, compatible watering schedules"
936,zz-plant,houseplant,Pothos,beneficial,Thrives in similar low-light conditions and helps purify air together
936,zz-plant,houseplant,Peace Lily,beneficial,Both tolerate low light and add complementary foliage textures
936,zz-plant,houseplant,Rubber Tree,beneficial,Compatible light requirements and both are excellent air purifiers
936,zz-plant,houseplant,Chinese Evergreen,beneficial,Similar care needs and both adapt well to indoor conditions
936,zz-plant,houseplant,Philodendron,beneficial,Matching low-maintenance requirements and drought tolerance
936,zz-plant,houseplant,Cast Iron Plant,beneficial,Both extremely hardy with similar neglect-tolerant growing conditions
936,zz-plant,houseplant,Dracaena,beneficial,Compatible watering schedules and both thrive in indirect light
936,zz-plant,houseplant,Boston Fern,harmful,Requires constant moisture which can cause root rot in drought-tolerant ZZ plant
936,zz-plant,houseplant,Calathea,harmful,"Needs high humidity and frequent watering, incompatible with ZZ plant's dry conditions"
936,zz-plant,houseplant,African Violet,harmful,Requires consistent moisture and higher humidity than ZZ plant prefers
937,rubber-tree,houseplant,Snake Plant,beneficial,"Similar low-light tolerance and watering needs, helps purify air"
937,rubber-tree,houseplant,Pothos,beneficial,"Thrives in similar humidity and light conditions, easy care compatibility"
937,rubber-tree,houseplant,ZZ Plant,beneficial,"Matches drought tolerance and low-light preferences, minimal care overlap"
937,rubber-tree,houseplant,Philodendron,beneficial,"Similar tropical origin, complementary humidity and temperature requirements"
937,rubber-tree,houseplant,Peace Lily,beneficial,"Adds humidity to environment, benefits from filtered light like rubber tree"
937,rubber-tree,houseplant,Monstera,beneficial,Compatible tropical care needs and similar growth patterns
937,rubber-tree,houseplant,Spider Plant,beneficial,"Tolerates similar light conditions, adds textural contrast"
937,rubber-tree,houseplant,Dracaena,beneficial,"Similar watering schedule and light requirements, architectural compatibility"
937,rubber-tree,houseplant,Fiddle Leaf Fig,harmful,Requires brighter light and more frequent watering than rubber tree prefers
937,rubber-tree,houseplant,Boston Fern,harmful,"Needs consistently moist soil and high humidity, conflicting with rubber tree's drought tolerance"
937,rubber-tree,houseplant,Cactus,harmful,"Requires bright direct light and minimal water, opposite of rubber tree's filtered light preference"
937,rubber-tree,houseplant,African Violet,harmful,"Needs bright indirect light and consistently moist soil, incompatible care requirements"
938,peace-lily,houseplant,Snake Plant,beneficial,Both thrive in low to medium light and help purify indoor air together
938,peace-lily,houseplant,Pothos,beneficial,"Similar humidity and watering needs, creates lush tropical display"
938,peace-lily,houseplant,ZZ Plant,beneficial,Compatible low-light requirements and both tolerate irregular watering
938,peace-lily,houseplant,Philodendron,beneficial,Enjoys same humid conditions and filtered light as Peace Lily
938,peace-lily,houseplant,Boston Fern,beneficial,Both love high humidity and can share humid microclimate when grouped
938,peace-lily,houseplant,Chinese Evergreen,beneficial,Similar low-light tolerance and watering schedule preferences
938,peace-lily,houseplant,Rubber Plant,beneficial,"Both prefer consistent moisture and bright, indirect light conditions"
938,peace-lily,houseplant,Monstera,beneficial,Shares preference for humid environment and filtered sunlight
938,peace-lily,houseplant,Fiddle Leaf Fig,harmful,"Requires much brighter light and drier soil, conflicting care needs"
938,peace-lily,houseplant,Cactus,harmful,"Needs dry conditions and bright light, opposite of Peace Lily's humid, low-light needs"
938,peace-lily,houseplant,Eucalyptus,harmful,"Requires full sun and dry soil, completely incompatible growing conditions"
939,swiss-cheese-plant,houseplant,Pothos,beneficial,"Similar humidity and light requirements, helps maintain consistent moisture levels"
939,swiss-cheese-plant,houseplant,Philodendron,beneficial,"Compatible watering schedule and humidity needs, both are aroids with similar care"
939,swiss-cheese-plant,houseplant,Snake Plant,beneficial,Purifies air and thrives in similar indirect light conditions
939,swiss-cheese-plant,houseplant,Peace Lily,beneficial,"Increases ambient humidity through transpiration, prefers similar lighting"
939,swiss-cheese-plant,houseplant,Boston Fern,beneficial,Creates humid microclimate and complements the tropical aesthetic
939,swiss-cheese-plant,houseplant,Rubber Plant,beneficial,"Similar watering needs and both prefer bright, indirect light"
939,swiss-cheese-plant,houseplant,ZZ Plant,beneficial,Low maintenance companion that tolerates similar lighting conditions
939,swiss-cheese-plant,houseplant,Fiddle Leaf Fig,beneficial,"Creates attractive height variation and shares preference for bright, indirect light"
939,swiss-cheese-plant,houseplant,Cactus,harmful,"Requires completely different watering schedule and much brighter, direct sunlight"
939,swiss-cheese-plant,houseplant,African Violet,harmful,"Needs much higher humidity and different light conditions, sensitive to overwatering"
939,swiss-cheese-plant,houseplant,Succulent varieties,harmful,Drastically different water requirements and prefer direct sunlight over filtered light
941,chinese-money-plant,houseplant,Pothos,beneficial,"Similar humidity and watering needs, creates good microclimate together"
941,chinese-money-plant,houseplant,Spider Plant,beneficial,Both prefer bright indirect light and help purify air together
941,chinese-money-plant,houseplant,Peace Lily,beneficial,Compatible humidity requirements and both tolerate lower light conditions
941,chinese-money-plant,houseplant,Rubber Tree,beneficial,Similar care requirements and both help increase indoor humidity
941,chinese-money-plant,houseplant,Philodendron,beneficial,"Matching light and water preferences, creates lush indoor garden aesthetic"
941,chinese-money-plant,houseplant,ZZ Plant,beneficial,Both tolerate neglect and similar watering schedules
941,chinese-money-plant,houseplant,Snake Plant,beneficial,Complementary growth habits and both prefer to dry out between waterings
941,chinese-money-plant,houseplant,Fiddle Leaf Fig,beneficial,Both prefer bright indirect light and moderate watering
941,chinese-money-plant,houseplant,Eucalyptus,harmful,Strong allelopathic compounds can inhibit growth of nearby plants
941,chinese-money-plant,houseplant,Cactus,harmful,Drastically different humidity and watering needs cause stress to both plants
941,chinese-money-plant,houseplant,Mint,harmful,Aggressive root system and high water needs can overwhelm and compete with Chinese Money Plant
942,philodendron-heartleaf,houseplant,Pothos,beneficial,"Similar light and watering requirements, both tolerate lower humidity"
942,philodendron-heartleaf,houseplant,Spider Plant,beneficial,"Compatible moisture needs and helps purify air, creating healthier environment"
942,philodendron-heartleaf,houseplant,Peace Lily,beneficial,Similar humidity preferences and both thrive in indirect light conditions
942,philodendron-heartleaf,houseplant,Rubber Plant,beneficial,Similar watering schedule and both prefer well-draining soil with consistent moisture
942,philodendron-heartleaf,houseplant,ZZ Plant,beneficial,Complementary light tolerance and both are low-maintenance with similar care routines
942,philodendron-heartleaf,houseplant,Monstera,beneficial,Both are aroids with similar humidity and temperature requirements
942,philodendron-heartleaf,houseplant,Snake Plant,beneficial,Tolerates same light conditions and helps improve air quality in shared space
942,philodendron-heartleaf,houseplant,Boston Fern,beneficial,Both benefit from increased humidity when grouped together
942,philodendron-heartleaf,houseplant,Fiddle Leaf Fig,harmful,"Requires much brighter light and different watering schedule, may overshadow smaller philodendron"
942,philodendron-heartleaf,houseplant,Succulents,harmful,Require completely different watering regimen and lower humidity levels
942,philodendron-heartleaf,houseplant,Cacti,harmful,"Need dry conditions and bright light, opposite of philodendron's moisture and indirect light needs"
944,spider-plant,houseplant,Pothos,beneficial,"Similar water and light requirements, compatible growth habits"
944,spider-plant,houseplant,Peace Lily,beneficial,Both thrive in moderate light and help purify indoor air
944,spider-plant,houseplant,Boston Fern,beneficial,Similar humidity preferences and non-competitive root systems
944,spider-plant,houseplant,Rubber Plant,beneficial,Compatible light requirements and both are easy-care houseplants
944,spider-plant,houseplant,Philodendron,beneficial,Similar watering needs and both tolerate indirect light well
944,spider-plant,houseplant,Snake Plant,beneficial,Complementary care schedules - snake plant needs less water
944,spider-plant,houseplant,ZZ Plant,beneficial,Both are low-maintenance and tolerate similar indoor conditions
944,spider-plant,houseplant,English Ivy,beneficial,Similar trailing growth habit and compatible light preferences
944,spider-plant,houseplant,Fiddle Leaf Fig,harmful,Requires much brighter light and can overshadow smaller plants
944,spider-plant,houseplant,Cactus,harmful,Opposite watering needs - cacti need dry conditions while spider plants need consistent moisture
944,spider-plant,houseplant,Orchid,harmful,Requires specialized potting medium and different humidity levels
946,boston-fern,houseplant,Peace Lily,beneficial,"Similar humidity and light requirements, both help purify air and create complementary foliage textures"
946,boston-fern,houseplant,Spider Plant,beneficial,Thrives in same indirect light conditions and helps increase ambient humidity through transpiration
946,boston-fern,houseplant,Pothos,beneficial,Similar watering needs and creates visual contrast with cascading vines against fern fronds
946,boston-fern,houseplant,English Ivy,beneficial,"Enjoys same cool, humid conditions and provides complementary trailing growth habit"
946,boston-fern,houseplant,Maidenhair Fern,beneficial,"Same family with identical humidity requirements, creates lush fern grouping that maintains moisture"
